hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
352,102.8,26,92.6,4-Seam Fastball
,,,92.5,Sinker
215,66.4,36,92.2,Sinker
102,103,5,92.3,Sinker
383,98.9,35,91.6,Sinker
3,82,-36,92.7,4-Seam Fastball
15,66.7,-10,93.5,4-Seam Fastball
479,114.3,25,92.3,Sinker
65,100.4,1,92.6,4-Seam Fastball
13,82.3,-12,92.9,Sinker
319,85.5,36,92.8,Cutter
38,103.2,-1,93.5,4-Seam Fastball
263,93.2,16,93.3,Cutter
47,95.7,1,93,Sinker
227,76.4,48,91.8,4-Seam Fastball
261,89,18,93.3,Cutter
385,100.9,28,94.1,Sinker
333,94.6,30,92.7,4-Seam Fastball
2,71.3,-40,93.6,4-Seam Fastball
8,93.6,-18,92.1,4-Seam Fastball
97,78.2,72,93.6,Sinker
72,67.1,6,94.4,Slider
340,98.2,38,94.1,Slider
267,102.2,13,94.4,Slider
212,98.3,58,93.3,4-Seam Fastball
3,99.2,-24,93,Sinker
402,104.6,33,93.7,4-Seam Fastball
275,86.9,47,91.5,Sinker
224,108.1,12,93,Sinker
384,100.1,34,92.8,4-Seam Fastball
281,98.7,15,92.4,4-Seam Fastball
412,104.6,28,92.7,4-Seam Fastball
185,98.8,8,92.8,4-Seam Fastball
3,75.3,-41,92.9,4-Seam Fastball
315,94.8,45,91.9,Sinker
296,96.1,19,92.3,4-Seam Fastball
444,107.1,31,92.7,4-Seam Fastball
14,85.3,-9,92.4,4-Seam Fastball
32,93.4,-2,91.4,Sinker
255,78.8,25,93.3,4-Seam Fastball
327,94.9,21,91.9,4-Seam Fastball
8,90.8,-12,92.6,Cutter
109,112.3,4,92.4,4-Seam Fastball
351,95.1,31,92.8,4-Seam Fastball
282,85.2,42,92.5,Sinker
48,75.3,2,92.3,Sinker
405,101.3,31,93.3,4-Seam Fastball
381,99.6,35,91.9,Sinker
4,98,-27,92.9,Sinker
7,101.4,-14,92.6,Sinker
63,85.7,2,92.5,4-Seam Fastball
114,96.1,7,93.2,4-Seam Fastball
185,90.9,14,91.7,Sinker
312,108.7,13,92,Sinker
181,82.5,11,92.9,4-Seam Fastball
377,95.5,32,91.8,Sinker
86,107.5,4,91.8,Sinker
122,111.8,6,93.8,Sinker
226,70.4,41,91.8,Sinker
96,87.9,72,92.4,Sinker
103,90.4,6,93.5,4-Seam Fastball
245,74,43,93.2,Sinker
265,110.4,12,93.2,4-Seam Fastball
345,90.8,32,92.7,4-Seam Fastball
52,94.4,1,93,Sinker
125,104.4,6,93.3,4-Seam Fastball
42,72.2,0,93.6,4-Seam Fastball
198,66.2,46,91.8,Cutter
15,30.5,-5,92.8,4-Seam Fastball
9,106.5,-9,93.3,4-Seam Fastball
199,90.1,15,93.3,4-Seam Fastball
93,79.6,8,94.2,Slider
289,80.1,41,93.6,4-Seam Fastball
304,92.1,45,92.4,4-Seam Fastball
40,92.2,-3,92.4,Sinker
1,69.1,-57,92.3,Sinker
1,59.3,-56,92.7,Sinker
371,98.7,24,92.5,Sinker
270,75.5,35,92.3,Sinker
72,103.7,2,91.3,4-Seam Fastball
2,87.1,-43,92.8,4-Seam Fastball
7,108.7,-12,92.3,Changeup
261,100.9,12,93,4-Seam Fastball
257,102.1,13,92.3,Sinker
10,104.6,-11,93.4,Sinker
7,93.6,-18,93,Slider
202,90,14,94.2,4-Seam Fastball
372,102.9,38,93.1,4-Seam Fastball
10,94.9,-16,93.2,Sinker
13,105.8,-10,93.5,Sinker
6,102.8,-24,92.9,4-Seam Fastball
152,93.9,8,91.8,Sinker
337,100.6,26,92.1,4-Seam Fastball
31,104.6,-3,93.1,Sinker
78,97.3,2,92.3,4-Seam Fastball
238,72.5,43,92.8,4-Seam Fastball
299,103.9,15,92.3,Sinker
218,100.8,11,94.5,4-Seam Fastball
394,95,31,92.1,4-Seam Fastball
301,88.8,45,92.8,4-Seam Fastball
91,81.1,7,92.7,4-Seam Fastball
287,86.7,21,92.5,4-Seam Fastball
305,88.7,22,92.7,Sinker
13,95.2,-13,92.8,4-Seam Fastball
380,101.3,31,92.3,4-Seam Fastball
13,98,-13,92.4,4-Seam Fastball
212,109,12,92.4,4-Seam Fastball
89,50,66,93,Sinker
127,61.6,16,92.7,4-Seam Fastball
301,86.7,40,93.5,4-Seam Fastball
302,82.1,35,92.4,4-Seam Fastball
11,89.6,-11,91.7,Sinker
0,63.2,-81,93.3,Sinker
221,82.6,56,91.6,Sinker
209,72.6,51,92.5,Sinker
400,101.2,23,92.7,Sinker
225,67.4,30,93.1,4-Seam Fastball
1,89.2,-56,92.1,4-Seam Fastball
6,27.9,-28,92.8,Sinker
221,92.5,60,92.4,Cutter
214,88.1,57,91.8,4-Seam Fastball
326,85.5,29,92.4,4-Seam Fastball
75,85.2,4,92.3,4-Seam Fastball
6,100.9,-21,93.2,Sinker
287,93.5,50,91.1,4-Seam Fastball
55,104.6,1,92.8,Sinker
1,80.1,-48,92.7,Cutter
387,101.4,31,92.7,4-Seam Fastball
392,104.7,37,92.7,4-Seam Fastball
353,99.2,41,90.5,Cutter
392,102.4,32,92.5,Sinker
8,98.9,-19,93.2,Sinker
26,99.9,-6,92.7,4-Seam Fastball
360,96.3,32,93.8,Changeup
340,100.6,19,92.8,4-Seam Fastball
272,78,41,91.7,Sinker
212,79.7,52,92.6,Sinker
296,93.4,46,91.6,Sinker
22,96.7,-7,91.7,Sinker
1,63.6,-56,92.1,4-Seam Fastball
370,96.4,30,91.5,Sinker
16,97.9,-6,91.9,4-Seam Fastball
322,91.6,44,91,Sinker
67,78.4,75,92.1,Sinker
215,105.3,10,92.9,Cutter
276,89.5,49,91.8,4-Seam Fastball
8,98.1,-15,93.1,Sinker
180,98.1,7,91.9,Sinker
181,71.8,55,92.9,Cutter
176,105.4,8,92,4-Seam Fastball
366,99.4,30,92,Sinker
295,90.9,44,91.6,Sinker
409,106.5,30,92.3,4-Seam Fastball
253,86.8,17,92.7,Sinker
25,93.1,79,92,4-Seam Fastball
152,99.7,9,92.3,4-Seam Fastball
101,83,8,92.5,4-Seam Fastball
284,95.3,18,91.7,4-Seam Fastball
465,112.1,26,92.2,Cutter
349,95.5,32,92.3,Sinker
90,88.7,6,93.1,4-Seam Fastball
212,75.6,52,92.6,Sinker
229,98.9,13,92.4,4-Seam Fastball
9,86.2,-13,92.7,4-Seam Fastball
184,65.6,46,92.4,Sinker
300,91.1,38,92.5,Sinker
292,88.6,21,93.3,4-Seam Fastball
11,112,-8,91.4,Sinker
229,76.1,19,92.1,4-Seam Fastball
159,88.6,10,92.8,4-Seam Fastball
283,89.7,19,92.6,4-Seam Fastball
399,106.4,24,92.9,Sinker
348,98,22,92.5,4-Seam Fastball
4,69.4,-38,91.7,4-Seam Fastball
109,96,4,91.4,Sinker
380,101.1,23,92.2,4-Seam Fastball
294,89.8,44,92.3,Sinker
2,42.8,-64,91.9,4-Seam Fastball
306,86.7,26,92,4-Seam Fastball
292,114.6,11,92,4-Seam Fastball
240,103.9,14,92.2,Sinker
1,63.8,-70,92.1,4-Seam Fastball
163,77.6,61,91.4,Sinker
5,105.4,-13,91.5,Sinker
317,85.8,38,92.7,4-Seam Fastball
242,105.8,15,92.5,4-Seam Fastball
366,102.4,43,92.5,4-Seam Fastball
168,77.3,13,93.3,4-Seam Fastball
128,54.8,56,91.7,Sinker
25,90.3,-4,91.4,Sinker
425,105.6,27,91.8,4-Seam Fastball
32,97.4,-3,91.7,4-Seam Fastball
2,84.2,-44,92.1,4-Seam Fastball
182,78.9,61,92.2,4-Seam Fastball
50,106.7,-1,91.3,Sinker
3,71,-37,92.8,4-Seam Fastball
208,106.7,10,92.7,Sinker
150,91.3,66,93.2,Sinker
103,96.2,72,92.8,Sinker
359,95,35,92.6,4-Seam Fastball
1,76.2,-65,92.6,4-Seam Fastball
75,72.8,6,92.6,Split-Finger
325,88,40,92.2,4-Seam Fastball
203,74.5,22,92,4-Seam Fastball
225,82.8,50,91.7,4-Seam Fastball
260,95.7,52,92.9,Sinker
21,100.6,-5,91.8,Changeup
90,81,72,93,4-Seam Fastball
4,84.3,-33,91.1,4-Seam Fastball
397,101.5,38,92.9,Slider
258,98.4,55,92.5,4-Seam Fastball
293,94.2,43,91.5,4-Seam Fastball
53,102,1,92.2,Sinker
233,67.5,37,92.7,Sinker
256,83.5,25,92.8,4-Seam Fastball
1,47.9,-70,91.6,Sinker
181,68.6,20,91.8,Sinker
107,111.9,6,90.9,Sinker
218,92.3,61,92.4,4-Seam Fastball
164,105.5,8,91.1,Sinker
282,83.5,23,91.9,4-Seam Fastball
4,92.1,-25,91.5,Sinker
289,107.9,11,92.5,4-Seam Fastball
33,104.5,-4,92.8,Sinker
60,72.6,3,92.6,4-Seam Fastball
310,96.5,22,90.7,Sinker
154,57.3,23,92.6,Sinker
11,82.4,-8,92.6,Cutter
152,99.8,10,92.8,4-Seam Fastball
1,75.6,-53,92.2,4-Seam Fastball
283,104.2,21,91.9,Cutter
397,102.1,25,91.7,4-Seam Fastball
343,90.3,27,92.1,4-Seam Fastball
285,81.4,24,91,Sinker
303,89.8,24,92.8,4-Seam Fastball
127,104.1,4,92.2,4-Seam Fastball
108,103.7,5,92.2,Cutter
330,94.3,39,91.5,Cutter
404,107.2,38,91.6,4-Seam Fastball
8,100.5,-10,90.8,Slider
18,87.4,-7,92.8,4-Seam Fastball
215,108.5,13,92,4-Seam Fastball
218,65.4,35,92.2,Sinker
239,94.5,15,92.7,Changeup
5,101.7,-18,92.4,Sinker
339,94.3,20,90.9,4-Seam Fastball
272,94.7,50,92.5,4-Seam Fastball
343,94.3,31,90.9,4-Seam Fastball
1,79.6,-46,92.4,4-Seam Fastball
350,87.8,36,91.9,4-Seam Fastball
5,67,-24,92.9,Sinker
332,97.4,23,92.4,4-Seam Fastball
298,95.6,49,91.2,4-Seam Fastball
2,85.5,-30,92.3,Sinker
2,87.9,-35,91.3,Sinker
254,106.7,10,92.1,4-Seam Fastball
318,97.3,22,92.2,Sinker
71,67.1,5,91.9,Cutter
268,86.1,19,91.2,4-Seam Fastball
1,47,-76,92.4,4-Seam Fastball
244,84.6,51,92.9,4-Seam Fastball
179,61.5,23,91.8,4-Seam Fastball
10,88,-17,91.7,Cutter
135,74.9,15,91.9,Cutter
223,105.5,10,92.8,Sinker
14,101.2,-12,91.4,4-Seam Fastball
68,101.3,3,92.1,4-Seam Fastball
442,106.7,29,92.8,Sinker
318,93.5,26,92,Cutter
398,100.9,30,92.4,4-Seam Fastball
4,96.2,-23,93.5,Slider
264,95.4,52,90.9,4-Seam Fastball
86,50.6,13,91.9,Sinker
208,94.5,59,91.2,Slider
378,101.7,24,90.8,4-Seam Fastball
208,98.6,11,92.8,4-Seam Fastball
161,89.3,65,92.2,Sinker
8,100,-13,90.5,Sinker
368,99.4,33,91.1,4-Seam Fastball
1,49.5,-64,91.9,Changeup
447,113.3,25,92.5,Sinker
411,106.7,30,91.2,4-Seam Fastball
326,94.5,28,91.2,Sinker
313,85.6,25,91.7,Changeup
1,78.4,-65,91.4,Sinker
377,96.4,31,92,Sinker
356,98.4,24,91.6,Sinker
2,82.2,-33,90.9,Slider
197,79.4,16,93.3,Slider
7,86.7,-20,92.9,4-Seam Fastball
126,109.6,5,92.9,Sinker
190,103.7,12,92,4-Seam Fastball
402,99.8,27,91.8,4-Seam Fastball
312,92.7,43,91,4-Seam Fastball
256,88.6,50,91,Sinker
272,86.4,46,91.5,4-Seam Fastball
12,93.5,-8,91.7,Cutter
4,63.9,-35,91.4,Sinker
214,106.8,11,92.5,Sinker
10,80.1,-16,91.7,Cutter
9,93.3,-18,90.9,4-Seam Fastball
18,102.6,-6,92.3,Cutter
133,106,6,91.6,Sinker
24,86,-5,91.6,Sinker
304,99.7,18,92.7,Sinker
200,80.6,55,91.5,Sinker
19,55,-5,91.8,4-Seam Fastball
22,28.4,5,92,Cutter
41,27.2,31,91.8,Changeup
190,73.7,19,89.7,Sinker
310,88.3,22,92.9,4-Seam Fastball
9,104.2,-11,91.4,Sinker
,,,91.4,4-Seam Fastball
380,100.6,35,92,Cutter
287,104.3,14,91,Sinker
136,102.8,5,91,Sinker
6,76.1,-25,92.1,Cutter
179,82.2,13,91.4,Cutter
6,101.2,-19,91.8,4-Seam Fastball
2,69.1,-50,91.2,4-Seam Fastball
3,85.8,-38,91.5,Sinker
1,93.7,-55,91.8,Cutter
342,91.7,28,90.1,Sinker
278,84.6,28,91.5,4-Seam Fastball
173,88.9,11,92,Sinker
385,99.2,24,91.8,4-Seam Fastball
254,87.1,54,91,4-Seam Fastball
92,71,6,91,Cutter
381,101.9,33,91.6,4-Seam Fastball
221,73.8,27,91.2,4-Seam Fastball
282,100.3,15,92.2,Changeup
1,54.8,-63,92.1,Slider
190,72.7,20,91.2,Slider
3,80.4,-38,90.3,Cutter
338,89.7,30,91.2,4-Seam Fastball
206,82.1,51,91.7,Slider
7,84,-15,90.8,Sinker
299,86.8,39,90.9,4-Seam Fastball
7,90,-12,91.8,Sinker
204,88.2,17,92.2,Changeup
210,92.6,12,91.1,Sinker
280,88.7,45,90.8,4-Seam Fastball
12,88,-11,92.2,Sinker
390,99.4,32,91.5,4-Seam Fastball
23,103.2,-4,91,Cutter
268,79,25,90.9,4-Seam Fastball
332,105.4,50,91.3,4-Seam Fastball
228,82.9,18,91.6,Sinker
263,82.6,23,90.5,4-Seam Fastball
29,87.2,-3,91.8,4-Seam Fastball
306,100,44,91.8,Sinker
168,57.9,44,92.1,Cutter
161,78.5,65,90.2,Slider
248,86.9,15,91.7,Sinker
6,83.4,-22,90.5,Sinker
224,105.1,12,90.3,Sinker
2,78.1,-32,91.1,Cutter
19,66.8,-6,90.9,Sinker
300,95.6,49,90.4,Sinker
309,95.1,20,90.2,Sinker
7,74,-24,90.8,Cutter
275,102.8,13,90.4,Sinker
344,100.4,20,90.9,4-Seam Fastball
1,73,-54,90.9,Sinker
11,101.6,-12,91.3,Cutter
105,73.5,9,91,4-Seam Fastball
6,98.7,-20,91.6,4-Seam Fastball
434,105.4,28,91,Sinker
40,104.8,-1,90.7,4-Seam Fastball
18,76.5,-5,90.2,4-Seam Fastball
372,99.5,38,90.1,Slider
366,99.4,33,90.7,4-Seam Fastball
1,82.1,-69,90.4,Sinker
415,104.3,25,91,Sinker
267,98.7,16,91,4-Seam Fastball
294,96.8,18,91.1,Slider
22,92.5,-6,91,4-Seam Fastball
302,85.1,22,92.3,Slider
349,89.2,32,90.8,4-Seam Fastball
86,99.9,4,90.7,Cutter
12,81.6,-8,90.9,Cutter
218,98.5,15,90.5,Cutter
178,75.1,15,91.2,4-Seam Fastball
194,78.8,58,91.4,4-Seam Fastball
124,99.8,6,90.6,Sinker
134,116.3,7,90.3,Cutter
445,106.9,26,90.4,Cutter
358,100.4,38,90.7,4-Seam Fastball
6,94,-18,89.8,Sinker
,,,90,Changeup
364,94.7,33,90,Changeup
12,61.5,-10,92.1,Changeup
202,75.5,23,89.8,Slider
238,100.5,11,90.3,Changeup
13,108.6,-4,90.4,4-Seam Fastball
42,100.5,-1,91.2,Sinker
5,70.3,-19,91,Slider
262,83,47,90.8,Changeup
292,89.2,43,90,Slider
162,101.9,8,91,Sinker
4,68.1,-31,89.1,Sinker
10,101.6,-9,91.3,Changeup
358,95.4,27,91.5,Slider
3,81.7,-32,89.8,Cutter
404,100.9,31,89.6,Sinker
2,75,-47,90.7,Cutter
247,89.4,16,89.8,4-Seam Fastball
11,105.6,-15,89.2,4-Seam Fastball
90,76.7,7,90.9,Cutter
227,88.6,16,89.4,Sinker
147,57.1,23,89.8,Sinker
40,82.1,0,90,Sinker
328,87.5,26,90.9,Cutter
5,68.9,-33,90.9,Cutter
180,78.4,58,90.5,Cutter
327,98.9,18,89.4,Cutter
290,84.9,27,90.8,Cutter
283,103.6,17,90.7,4-Seam Fastball
6,92.5,-22,91,Sinker
307,93.9,20,90.5,4-Seam Fastball
3,93.8,-28,90.8,Sinker
46,100.1,0,90.5,Slider
291,87.5,27,90.5,Sinker
292,85.2,43,90,Slider
381,110.3,17,89.7,4-Seam Fastball
1,62.8,-61,91,Slider
208,71.8,50,91.4,Slider
12,87.5,-13,89.6,4-Seam Fastball
278,95.7,15,90.6,4-Seam Fastball
325,97.4,19,90.6,Cutter
351,95.6,25,89.9,4-Seam Fastball
10,103.9,-15,89.8,Sinker
4,93.2,-24,89.7,Sinker
8,80,-19,90.6,Cutter
17,102.1,-7,90.4,4-Seam Fastball
211,95.4,62,90.4,4-Seam Fastball
4,80.5,-25,89.8,Sinker
203,71.8,48,89.9,Cutter
4,85.5,-29,90.4,Cutter
8,101.8,-13,91.1,4-Seam Fastball
95,99.3,5,91.8,4-Seam Fastball
,,,90.2,Cutter
349,104.9,20,90,Sinker
236,79.5,18,90.6,Sinker
38,105.9,-1,90.1,Changeup
442,108,35,89.7,4-Seam Fastball
74,101.7,3,89.8,Split-Finger
189,108.4,8,89.7,Slider
297,85.2,37,91.9,Slider
7,98.2,-13,90.2,Slider
319,99.9,21,90.2,Cutter
86,94.7,4,89.7,Slider
8,93.8,-11,90.2,Cutter
310,106.3,20,90.9,Sinker
286,91.5,48,90,Cutter
6,72.1,-17,89.3,Sinker
197,80.7,14,88.4,4-Seam Fastball
117,77.5,68,90.5,Cutter
133,84.8,72,89,4-Seam Fastball
358,99.8,18,90.1,Cutter
23,104.6,-4,89.1,Slider
51,96.4,0,91.4,Slider
270,95.2,16,89.8,Sinker
6,91.5,-21,90.7,Sinker
195,79.4,60,89.5,Cutter
289,102,17,90.6,4-Seam Fastball
295,110,16,88.9,4-Seam Fastball
104,103.2,5,90.7,Cutter
220,72,23,88.9,Slider
354,100.6,25,89.4,4-Seam Fastball
456,114.1,29,91.2,Slider
428,108.6,25,90.2,Slider
4,69.4,-39,91,Cutter
260,95.5,17,90.5,Changeup
46,84,1,89.2,Changeup
6,83.8,-27,90,Slider
422,107.6,32,91.1,Cutter
325,93.1,29,91,Cutter
91,73.2,7,90.1,Cutter
355,99.7,18,91.3,Split-Finger
134,76.3,12,90.1,Cutter
99,87.9,7,89.7,Slider
168,94.7,7,90.8,Changeup
227,76.7,46,89.8,Cutter
287,80.9,41,89.5,Sinker
20,93.7,-6,90.7,Sinker
3,72.2,-27,91,Changeup
8,91.7,-20,90.1,Cutter
162,91.6,10,90.7,4-Seam Fastball
228,77.3,48,89.9,Cutter
59,98.2,2,89.9,Slider
158,100.2,8,90.9,4-Seam Fastball
406,100.7,30,89.6,4-Seam Fastball
11,65.6,-7,89.7,Cutter
273,93.3,54,90.2,4-Seam Fastball
394,102.8,27,90.6,Cutter
61,94.9,2,90.6,Sinker
18,104.7,-5,90.1,Sinker
331,91.2,37,89.3,Sinker
214,104.5,13,89.7,4-Seam Fastball
4,85.9,-26,90.4,Changeup
227,75.2,47,89.5,Slider
274,104.3,14,89.3,Changeup
212,78.8,19,90.3,Slider
338,89.2,24,91.1,Sinker
245,82.9,20,90.3,Slider
25,89.8,80,91.1,Slider
7,79.9,-23,89.7,Cutter
405,100.5,37,88.7,4-Seam Fastball
344,96.1,28,89.5,Cutter
323,87.3,26,89.7,Cutter
227,88.6,56,88.8,4-Seam Fastball
11,106.4,-14,89.8,Changeup
133,66.9,65,88.9,4-Seam Fastball
3,67.6,-33,89.3,Changeup
37,106.4,-2,89.7,Sinker
370,98.2,39,89.8,Sinker
326,94.6,41,89.3,Cutter
467,105.7,31,89.7,Cutter
365,104.3,25,89.4,4-Seam Fastball
7,79.5,-14,89.8,Cutter
185,101.2,8,90,Changeup
,,,90.7,Cutter
230,67.2,28,90,4-Seam Fastball
385,103.2,30,89.7,Cutter
78,92.9,3,89.1,4-Seam Fastball
344,102.2,31,89.8,Sinker
65,86.9,3,89.9,Changeup
395,97.8,36,90.3,Cutter
182,59.7,42,89.5,Slider
131,110.4,7,89.5,Sinker
303,98.9,16,89.1,4-Seam Fastball
33,96.6,-3,91.4,Slider
404,107.2,22,88.8,4-Seam Fastball
3,98.8,-30,89.5,4-Seam Fastball
246,73.1,36,89.5,Changeup
410,104.4,29,88.8,Sinker
155,89.8,65,90.4,Changeup
1,51.4,-72,88.7,Changeup
208,89.8,60,90.3,Changeup
256,91,52,89.2,Changeup
295,85.5,26,89.6,Cutter
0,49.7,-80,88.9,Sinker
169,82.9,13,89.7,Slider
387,104.4,41,89.3,4-Seam Fastball
9,77.6,-13,90.4,Changeup
90,100.9,3,90.4,Split-Finger
20,102.6,-7,89,Cutter
238,91.8,20,88.3,Changeup
349,96.8,29,89,Sinker
390,100.9,24,89.8,Cutter
51,102.6,1,89.8,Cutter
27,89.4,-2,88.3,Sinker
134,85.1,10,89.8,Slider
214,98.2,11,88.7,Sinker
18,86.5,-8,89.6,4-Seam Fastball
17,104.2,-5,89.6,Slider
2,69.4,-43,90.5,Changeup
181,73.8,59,89.5,Cutter
2,87.3,-39,88.6,Cutter
29,94.7,-2,89.4,Slider
2,81.8,-36,88.4,Sinker
8,75.2,-17,89.6,Cutter
156,68.7,61,88.3,4-Seam Fastball
2,66.6,-48,89.4,Cutter
137,50.2,47,89.2,Cutter
164,74.2,61,88.7,4-Seam Fastball
239,99.7,55,89.1,Cutter
14,86.7,-7,89,Cutter
11,28.6,-14,89.7,Cutter
240,85.2,21,88.9,Cutter
85,90.9,4,90.4,Cutter
242,103.9,12,88.9,4-Seam Fastball
40,90.5,-1,89.5,Cutter
209,71.7,24,88.7,Slider
304,93.1,21,89.5,4-Seam Fastball
24,74.2,0,89.9,Changeup
313,96.6,47,88.4,4-Seam Fastball
161,69.6,56,89.1,Cutter
367,98.9,32,89.1,Cutter
364,95,38,89.2,Cutter
345,100.9,19,89.2,Cutter
221,70.6,27,88.4,Changeup
6,77,-13,89,Changeup
1,58.3,-57,89.1,Cutter
387,104.2,21,89.6,Changeup
252,91.1,15,88.2,4-Seam Fastball
208,100,13,90,Changeup
5,66.6,-18,89,Changeup
224,101,10,88.8,Changeup
296,104.4,15,89.1,Cutter
38,95.3,-2,89.2,Cutter
2,64.4,-31,89.9,Changeup
348,98.1,38,89.7,Sinker
224,98.5,14,88.1,Slider
423,109,22,89.4,Slider
279,94.7,15,90.1,Changeup
161,104.7,8,89.2,Sinker
158,107.5,8,90.6,Slider
6,86.4,-23,89.1,Sinker
31,93.7,-3,89.8,Slider
199,104.9,11,88.1,Sinker
280,82.3,46,87.8,4-Seam Fastball
297,90.3,40,89.5,Changeup
32,74.3,-1,90.2,Changeup
27,94.1,-4,89.1,Slider
13,74.1,-8,90.4,Split-Finger
14,92.6,-7,87.7,Cutter
263,78.8,23,88.6,Cutter
346,103,20,89.1,Cutter
3,86.1,-30,89.2,Slider
221,84.2,54,89,Cutter
1,73.8,-71,87.7,4-Seam Fastball
248,97.2,54,91.2,Changeup
140,74.6,69,87.5,4-Seam Fastball
261,85.6,49,88.9,Slider
6,89.7,-25,90.2,Split-Finger
9,64.9,-14,89.7,Changeup
20,75.4,-6,89.2,Slider
25,102.6,-2,88.8,Slider
6,85.8,-24,89.6,Changeup
7,95.9,-16,89,Sinker
281,85.6,46,88.7,Cutter
223,86.9,17,89.2,Split-Finger
268,84.6,48,89.6,Cutter
5,93.9,-22,90.1,Slider
324,96.5,40,89.3,Slider
222,98.9,61,89.2,Cutter
6,86.5,-14,89.2,Slider
279,103.4,17,88.3,4-Seam Fastball
100,104.4,4,88.3,4-Seam Fastball
311,91.5,37,88.3,Slider
132,93.6,68,88.2,Slider
20,59.7,-5,89.1,Slider
3,92,-30,89.4,Changeup
16,96.8,-6,90.2,Sinker
4,88.9,-26,89.3,Changeup
273,92.6,20,88.8,Cutter
118,101.6,5,89.2,Slider
6,65.3,-25,88.4,Cutter
2,59.5,-48,88.9,4-Seam Fastball
292,81.9,29,87.2,Changeup
275,89.2,49,89.2,Sinker
325,86.9,30,88.4,Slider
129,94.4,6,88.4,Slider
7,95.2,-15,88.7,Slider
231,70.7,30,88.7,Slider
89,82.8,7,88.7,Slider
10,63.7,-9,89.5,Slider
7,70.1,-23,89,Cutter
190,103.7,10,87.1,4-Seam Fastball
417,101,30,88.3,Cutter
7,102.9,-14,89.8,Sinker
7,92.3,-12,89.5,Changeup
21,86.6,-5,88.9,Cutter
203,102.5,10,88.8,Cutter
374,96.3,28,87.7,4-Seam Fastball
8,87.4,-13,89.5,Slider
52,105.9,1,90.1,Split-Finger
350,96.4,33,88.3,Changeup
89,97.6,4,89.8,Changeup
112,98.8,4,88.7,Cutter
5,103.3,-22,88.9,Cutter
332,88,30,88.4,Changeup
212,80.3,17,90.6,Split-Finger
83,67.5,9,88.8,Cutter
2,32.1,-55,88.3,Sinker
248,73.1,44,88.9,Cutter
19,86.3,-6,88.9,Changeup
4,85.6,-33,87.6,Slider
108,61.6,14,89.7,Cutter
402,104.2,22,88.7,4-Seam Fastball
433,106.5,28,87.9,4-Seam Fastball
161,69.8,16,88.6,4-Seam Fastball
77,109.5,3,88.9,4-Seam Fastball
1,52.3,-73,87.8,Sinker
2,80,-42,88.8,Sinker
13,73,-10,87.2,Changeup
5,56.5,-3,88.1,Slider
10,95,-13,88.4,Slider
352,99.3,39,88.8,Slider
1,94.5,-47,88.7,Slider
227,69.5,35,88.9,Slider
66,68,6,88.5,Slider
1,49.5,-67,88.1,Changeup
293,80.9,35,89.5,Slider
27,99.9,-4,88.6,Cutter
95,89.1,74,88.7,Cutter
17,92.6,-10,89.6,Changeup
331,86.4,35,89.6,Changeup
347,107.9,18,89.3,Changeup
13,84.1,-9,90,Changeup
14,69.2,-11,88,Cutter
3,65.1,-33,87.9,Slider
23,83.2,-4,88.2,Slider
283,81.1,26,88.3,Changeup
425,106.7,27,89.5,Changeup
4,61.7,-27,89.5,Changeup
291,89,29,87.3,Changeup
2,73.2,-46,88.6,Slider
291,106.7,18,88.1,Sinker
218,98.5,15,88.5,Cutter
275,103.1,13,89.5,Changeup
247,98.3,16,88.9,Curveball
359,105.9,19,89.1,Slider
268,75.4,31,89,Changeup
8,74.7,-20,88.8,Cutter
416,103.2,32,88.7,Changeup
342,89.2,26,89.1,Cutter
315,86.5,35,87.8,Cutter
115,77.8,8,89,Changeup
155,109.1,7,86.1,Slider
319,91.4,25,89,Slider
,,,88.5,Split-Finger
2,62.8,-41,88.7,Split-Finger
7,96.9,-13,88.4,Slider
9,100.3,-13,87.2,Slider
11,100.3,-10,89,Slider
394,104.7,36,88.7,Cutter
406,102.8,30,87.7,Cutter
299,100.7,19,89.6,Slider
371,96.8,23,89.5,Changeup
92,91,6,87.5,Changeup
303,89.6,25,87.7,Slider
230,104.1,11,87.8,Slider
25,94.5,-3,88.8,Changeup
169,68.8,57,87.2,Cutter
29,74.9,0,89.2,Changeup
256,81.6,45,88.2,Cutter
9,89.3,-13,88.5,Cutter
345,98.4,44,88.3,Cutter
91,103.3,4,87.7,Cutter
392,110.8,17,88,Slider
388,102.2,38,88.4,4-Seam Fastball
205,93.7,14,89.5,Changeup
64,94.1,3,88.4,Cutter
72,61.3,73,88.8,Split-Finger
173,108.3,9,87.6,Slider
86,41.3,24,88,4-Seam Fastball
4,78,-47,88.2,4-Seam Fastball
38,84.5,0,87.3,Sinker
172,90.2,12,88.8,Cutter
20,86.9,-4,87.7,Changeup
337,100.7,44,88.2,Slider
278,78.9,28,87.9,Slider
244,103,13,88.8,Changeup
327,88.1,34,88.8,Changeup
240,97.1,13,88,4-Seam Fastball
196,89.1,15,88.3,4-Seam Fastball
401,109.8,33,89,Cutter
195,95,11,88.7,Changeup
328,91,38,87.2,4-Seam Fastball
235,103.5,14,87.8,Sinker
3,73.9,-27,87.5,Cutter
350,92.1,34,88.6,Slider
8,88.8,-12,88.8,Slider
190,77.1,16,88,Slider
3,62.9,-35,88.4,Cutter
97,70.7,71,89.1,Slider
250,94.7,14,88.1,Cutter
