pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,pitch_name
CH,9/11/2021,84.7,-1.73,5.59,"Albies, Ozzie",field_out,hit_into_play,fly_ball,324,88.6,33,85.4,1999,6.4,Changeup
FC,6/3/2021,84.7,-1.01,6.1,"Mercer, Jordy",field_out,hit_into_play,ground_ball,10,87.6,-11,84.5,2665,5.6,Cutter
SL,4/26/2021,84.7,1.71,6.64,"Rizzo, Anthony",field_out,hit_into_play,fly_ball,238,75.5,40,84.9,2385,6.3,Slider
FC,7/30/2021,84.7,-0.86,6.25,"Wong, Kolten",field_out,hit_into_play,line_drive,318,101.1,18,84,2440,5.7,Cutter
SL,6/16/2021,84.7,2.05,6.21,"Gonzalez, Marwin",field_out,hit_into_play,ground_ball,4,77.5,-29,84.6,2634,6.1,Slider
CH,5/11/2021,84.7,-1.35,5.61,"Jansen, Danny",field_out,hit_into_play,line_drive,338,95.5,21,84.7,2252,6.3,Changeup
FC,6/3/2021,84.7,-0.86,6.1,"Robles, Victor",field_out,hit_into_play,fly_ball,353,92.5,28,84.4,2509,5.7,Cutter
SL,4/29/2021,84.7,-1.9,6.18,"Albies, Ozzie",field_out,hit_into_play,ground_ball,44,95.9,0,84.8,2637,6.1,Slider
SL,8/12/2021,84.6,-0.98,6.37,"Aquino, Aristides",field_out,hit_into_play,popup,59,91,76,83,1888,5.4,Slider
SL,10/1/2021,84.6,-1.3,6.22,"Báez, Javier",field_out,hit_into_play,ground_ball,114,98.3,6,84.3,2427,5.9,Slider
CH,6/15/2021,84.6,1.81,5.92,"Contreras, William",field_out,hit_into_play,ground_ball,77,88.8,5,84.4,1855,6.1,Changeup
FC,5/12/2021,84.6,-1.07,5.97,"Grichuk, Randal",field_out,hit_into_play,fly_ball,264,79.9,37,84.3,2615,5.8,Cutter
SL,8/27/2021,84.6,1.67,6.01,"Flores, Wilmer",field_out,hit_into_play,ground_ball,104,95.2,7,84,2393,6.1,Slider
SL,4/12/2021,84.6,-1.72,6.23,"Rojas, Miguel",field_out,hit_into_play,popup,158,56.6,40,84.4,2450,6,Slider
SL,4/29/2021,84.6,-2.82,5.5,"Marisnick, Jake",field_out,hit_into_play,popup,130,83.1,68,85.4,2195,6.5,Slider
SL,7/18/2021,84.6,-0.32,7.15,"Freeman, Freddie",field_out,hit_into_play,fly_ball,260,90.3,55,85.5,2190,6.5,Slider
CH,4/10/2021,84.6,-2.39,6.01,"d'Arnaud, Travis",field_out,hit_into_play,ground_ball,37,73.6,0,85.4,1777,6.8,Changeup
FS,4/11/2021,84.5,-1.74,5.99,"Sandoval, Pablo",field_out,hit_into_play,fly_ball,333,90.5,33,84.6,1270,6.3,Split-Finger
FC,8/11/2021,84.5,1.64,6.55,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,71,91.1,3,84.6,2255,6.2,Cutter
CU,5/18/2021,84.5,-1.98,6.19,"Riley, Austin",field_out,hit_into_play,ground_ball,2,55.3,-47,84.6,2886,6.3,Curveball
CU,7/31/2021,84.5,-1.25,6.12,"Swanson, Dansby",field_out,hit_into_play,fly_ball,270,79.9,41,85.2,2604,6.4,Curveball
FC,8/11/2021,84.5,1.95,6.46,"Freeman, Freddie",single,hit_into_play,line_drive,233,87.5,17,84.2,2262,6.2,Cutter
SL,4/13/2021,84.5,1.41,6.06,"Marte, Starling",field_out,hit_into_play,ground_ball,2,57.3,-49,84.4,2410,6.2,Slider
FC,5/12/2021,84.5,-0.88,6.15,"Hernández, Teoscar",home_run,hit_into_play,fly_ball,464,111,25,84.5,2428,5.7,Cutter
FC,8/12/2021,84.5,-0.95,6.17,"Suárez, Eugenio",double,hit_into_play,line_drive,378,108.5,21,84.1,2401,5.9,Cutter
SL,4/28/2021,84.5,-1.52,6.24,"Duffy, Matt",single,hit_into_play,line_drive,248,77.6,24,84.9,2565,6.3,Slider
CH,9/8/2021,84.5,-2.2,5.77,"Thomas, Lane",field_out,hit_into_play,popup,182,74.8,54,84.1,2292,6.2,Changeup
CH,4/12/2021,84.4,-1.27,5.67,"Anderson, Brian",double,hit_into_play,ground_ball,14,76.8,-7,84.4,2190,6.3,Changeup
SL,5/8/2021,84.4,1.88,6.25,"Maton, Nick",field_out,hit_into_play,ground_ball,50,70.3,3,84.7,3303,6.4,Slider
SL,8/8/2021,84.4,-2.86,6.21,"Zimmerman, Ryan",double,hit_into_play,line_drive,368,99.4,21,84,2565,6.3,Slider
FC,4/9/2021,84.4,-2.16,5.65,"Segura, Jean",field_out,hit_into_play,fly_ball,372,102.8,23,85,2421,6.4,Cutter
FC,7/30/2021,84.4,-0.98,6.21,"Adames, Willy",field_out,hit_into_play,popup,182,88.3,61,83.6,2518,5.8,Cutter
SL,8/6/2021,84.4,-2.78,6.41,"Escobar, Alcides",field_out,hit_into_play,ground_ball,8,89.8,-15,84.9,2310,6.4,Slider
CH,5/22/2021,84.4,-2.09,5.53,"Frazier, Adam",field_out,hit_into_play,fly_ball,267,77.5,39,85.4,1552,6.6,Changeup
FC,9/11/2021,84.4,-2.05,5.39,"Rojas, Miguel",field_out,hit_into_play,line_drive,164,73.1,14,84.6,2514,6.3,Cutter
FS,8/27/2021,84.4,-2.67,5.89,"Soler, Jorge",single,hit_into_play,line_drive,208,80.9,15,84.8,1298,6.6,Split-Finger
FF,7/18/2021,84.4,1.31,6.21,"Pederson, Joc",single,hit_into_play,ground_ball,136,97.6,7,84.2,2201,6.2,4-Seam Fastball
SL,7/30/2021,84.4,-1.5,6.05,"Swanson, Dansby",field_out,hit_into_play,fly_ball,249,88.8,53,83.5,2360,5.7,Slider
FC,6/20/2021,84.4,-1.44,6.21,"Inciarte, Ender",field_out,hit_into_play,fly_ball,347,90.5,27,85.2,2362,6.5,Cutter
SL,5/17/2021,84.4,-1.26,5.43,"Swanson, Dansby",field_out,hit_into_play,line_drive,290,80,27,85.9,2318,7,Slider
CU,7/31/2021,84.4,-1.21,6.15,"Vogt, Stephen",field_out,hit_into_play,line_drive,309,95.9,19,84.8,2646,6.4,Curveball
FA,5/21/2021,84.3,-1.46,5.99,"Ozuna, Marcell",double,hit_into_play,line_drive,392,105.1,21,82.9,2021,5.2,Fastball
CH,7/18/2021,84.3,2.39,6.23,"Swanson, Dansby",field_out,hit_into_play,ground_ball,6,79.7,-20,84.9,1380,6.6,Changeup
SL,7/18/2021,84.3,-0.13,7.12,"Albies, Ozzie",single,hit_into_play,ground_ball,36,83.4,0,85.2,2255,6.8,Slider
SL,6/29/2021,84.3,-1.23,6.07,"Morton, Charlie",field_out,hit_into_play,ground_ball,9,93.2,-16,85.9,1973,7.1,Slider
FC,8/11/2021,84.3,1.77,6.56,"Duvall, Adam",field_out,hit_into_play,popup,155,94.8,67,84.3,2154,6.1,Cutter
SL,9/15/2021,84.3,-2.53,6.18,"Soler, Jorge",field_out,hit_into_play,line_drive,170,76.1,13,84.2,2078,6.1,Slider
CH,8/1/2021,84.3,-2.01,5.49,"Riley, Austin",single,hit_into_play,ground_ball,118,102.9,6,85.2,2852,7,Changeup
SL,5/20/2021,84.3,-1.53,6.15,"Freeman, Freddie",single,hit_into_play,popup,183,65.9,50,84.7,2891,6.2,Slider
CH,5/9/2021,84.3,-1.89,4.97,"Albies, Ozzie",field_out,hit_into_play,popup,189,80.2,61,85.1,1539,6.6,Changeup
CH,5/9/2021,84.3,1.64,6.6,"Riley, Austin",double,hit_into_play,line_drive,376,102.4,21,84.7,1872,6.3,Changeup
CH,6/30/2021,84.3,0.82,6.02,"Riley, Austin",field_out,hit_into_play,fly_ball,272,101.3,54,85.3,1952,6.9,Changeup
SL,7/31/2021,84.3,1.6,6.37,"Woodruff, Brandon",field_out,hit_into_play,ground_ball,1,54.2,-66,84.2,2097,6.2,Slider
SL,4/23/2021,84.3,-1.22,6.17,"Calhoun, Kole",field_out,hit_into_play,line_drive,296,98.3,20,84.5,2516,6.2,Slider
SL,6/6/2021,84.3,1.36,5.92,"Turner, Justin",double,hit_into_play,fly_ball,341,93.5,28,84.9,2604,6.4,Slider
CH,4/23/2021,84.3,-0.94,5.78,"Albies, Ozzie",double,hit_into_play,fly_ball,219,80.2,52,83.8,1744,5.8,Changeup
SL,5/17/2021,84.3,1.18,6.06,"Villar, Jonathan",single,hit_into_play,ground_ball,75,72.5,6,84.4,2736,6.2,Slider
CU,4/9/2021,84.3,-2.66,6.46,"Gregorius, Didi",single,hit_into_play,ground_ball,62,104,2,83.8,2606,6.3,Curveball
SL,4/25/2021,84.3,-2.87,5.38,"Calhoun, Kole",home_run,hit_into_play,fly_ball,410,105.1,29,85.2,2073,6.7,Slider
FC,7/30/2021,84.3,-0.72,6.21,"Reyes, Pablo",field_out,hit_into_play,ground_ball,3,60.2,-33,84.2,2583,5.8,Cutter
SL,8/23/2021,84.2,-1.44,6.15,"Sánchez, Gary",field_out,hit_into_play,ground_ball,17,84.3,-7,84.3,2486,6.2,Slider
SL,9/7/2021,84.2,1.82,6.03,"Hernandez, Yadiel",field_out,hit_into_play,ground_ball,20,94.3,-6,84.1,2336,6.3,Slider
CH,10/2/2021,84.2,-1.4,5.18,"McNeil, Jeff",single,hit_into_play,ground_ball,3,89.6,-27,84.4,1660,6.4,Changeup
SL,4/10/2021,84.2,1.87,6.31,"Harper, Bryce",field_out,hit_into_play,ground_ball,110,81.1,8,84.6,2779,6.2,Slider
SL,5/23/2021,84.2,1.52,5.93,"Polanco, Gregory",field_out,hit_into_play,ground_ball,8,95.1,-16,83.8,2521,6,Slider
CU,10/3/2021,84.2,-2.45,6.4,"Lindor, Francisco",field_out,hit_into_play,fly_ball,215,71.3,44,84.8,2295,6.7,Curveball
SL,5/12/2021,84.2,1.42,6.04,"Guerrero Jr., Vladimir",field_out,hit_into_play,fly_ball,335,98.1,38,83.5,2347,6,Slider
SL,4/15/2021,84.2,2.14,6.21,"Berti, Jon",field_out,hit_into_play,line_drive,167,76,13,84.8,2990,6.4,Slider
CH,9/9/2021,84.2,-2.51,5.82,"Ruiz, Keibert",field_out,hit_into_play,ground_ball,141,86.7,8,83.6,2253,6.1,Changeup
SL,8/12/2021,84.2,-2.14,5.49,"Riley, Austin",field_out,hit_into_play,fly_ball,243,79.7,49,84.6,2401,6.6,Slider
FA,5/21/2021,84.2,-1.66,5.48,"Smith, Kevan",single,hit_into_play,line_drive,269,80.9,27,82.7,2152,5.2,Fastball
CH,9/30/2021,84.2,-2.31,6.12,"Rosario, Eddie",field_out,hit_into_play,fly_ball,306,87.2,35,84.8,1497,6.7,Changeup
CU,7/20/2021,84.2,-2,6.31,"Heredia, Guillermo",field_out,hit_into_play,popup,99,80.7,70,83.4,2946,5.7,Curveball
KC,7/21/2021,84.2,2.69,6.43,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,51,77.5,2,83.1,2245,5.6,Knuckle Curve
CH,8/27/2021,84.1,-2.5,5.9,"Duvall, Adam",field_out,hit_into_play,fly_ball,357,95.1,35,84.8,1559,6.7,Changeup
SL,6/18/2021,84.1,-2.04,5.06,"Riley, Austin",single,hit_into_play,line_drive,200,75.6,20,83.6,2296,5.7,Slider
SL,8/12/2021,84.1,-2.15,5.51,"Duvall, Adam",field_out,hit_into_play,ground_ball,3,65.9,-22,84.3,2396,6.5,Slider
CH,8/1/2021,84.1,-2.2,5.62,"Soler, Jorge",single,hit_into_play,line_drive,308,99.2,15,84.9,2931,6.9,Changeup
SL,5/22/2021,84.1,-1.5,6.5,"Contreras, William",field_out,hit_into_play,ground_ball,1,58.2,-79,84,2430,5.9,Slider
SL,6/3/2021,84.1,2.6,6.02,"Almonte, Abraham",field_out,hit_into_play,popup,90,39.8,44,83.7,2628,5.6,Slider
SL,4/23/2021,84.1,-1.24,6.11,"Smith, Pavin",field_out,hit_into_play,popup,99,72.9,67,84.1,2354,6.1,Slider
CH,4/23/2021,84.1,-0.92,5.68,"Freeman, Freddie",field_out,hit_into_play,ground_ball,150,98.2,8,84.1,1514,6.2,Changeup
SL,4/28/2021,84.1,-1.35,6.32,"Hoerner, Nico",field_out,hit_into_play,ground_ball,73,68,7,84.2,2494,6.1,Slider
CH,5/7/2021,84.1,-1.35,5.64,"Harper, Bryce",single,hit_into_play,line_drive,197,79.3,20,83.7,2357,6.2,Changeup
SL,8/28/2021,84.1,-1.26,6.17,"Flores, Wilmer",field_out,hit_into_play,ground_ball,26,92.5,-4,83.4,2393,6,Slider
SL,8/28/2021,84.1,-1.41,6.26,"Posey, Buster",field_out,hit_into_play,ground_ball,11,79.5,-13,84.1,2293,6.1,Slider
SL,5/22/2021,84,-2.06,5.26,"Newman, Kevin",field_out,hit_into_play,fly_ball,177,74.9,58,84.8,2200,6.6,Slider
CH,9/9/2021,84,-2.53,5.75,"Kieboom, Carter",field_out,hit_into_play,fly_ball,266,76,31,83.6,2278,6.2,Changeup
FC,8/11/2021,84,1.83,6.5,"Freeman, Freddie",field_out,hit_into_play,fly_ball,263,80.7,45,83.5,2266,5.9,Cutter
SL,5/17/2021,84,-1.91,6.52,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,3,89,-38,83.2,2462,5.6,Slider
CH,8/1/2021,84,-1.48,5.65,"Albies, Ozzie",field_out,hit_into_play,ground_ball,35,93.9,1,83.9,1390,6,Changeup
FC,7/2/2021,84,1.96,6.52,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,38,71.9,0,82.7,2171,5.4,Cutter
FS,5/8/2021,84,-1.68,6.04,"Pache, Cristian",field_out,hit_into_play,line_drive,360,101.9,20,84.1,1376,6.3,Split-Finger
CH,9/29/2021,84,-2.71,5.9,"Freeman, Freddie",field_out,hit_into_play,popup,47,78.1,80,84.5,2151,7,Changeup
CU,7/20/2021,84,-2.12,6.12,"Adrianza, Ehire",field_out,hit_into_play,fly_ball,322,86.1,31,83.3,2869,5.9,Curveball
FC,5/12/2021,84,2.33,5.87,"Swanson, Dansby",field_out,hit_into_play,fly_ball,251,78.4,30,84.9,2085,6.6,Cutter
SL,5/20/2021,84,-1.65,6.06,"Heredia, Guillermo",field_out,hit_into_play,popup,65,79,77,84.2,2780,6.2,Slider
CH,6/30/2021,84,2.53,5.34,"Heredia, Guillermo",double,hit_into_play,line_drive,287,85.6,25,84,1894,6.1,Changeup
FC,6/6/2021,84,-1.93,5.65,"Adrianza, Ehire",double,hit_into_play,line_drive,198,95,14,84.8,2956,6.3,Cutter
SL,10/3/2021,84,-2.29,5.26,"Duvall, Adam",single,hit_into_play,line_drive,192,68.8,22,85,2306,6.7,Slider
FA,5/21/2021,83.9,-1.52,5.41,"Heredia, Guillermo",single,hit_into_play,line_drive,324,95.9,18,83,2010,5.4,Fastball
FC,5/21/2021,83.9,2.34,6.19,"Freeman, Freddie",field_out,hit_into_play,fly_ball,314,89.3,38,84.2,2629,6,Cutter
CH,6/1/2021,83.9,2.28,6.2,"Albies, Ozzie",single,hit_into_play,line_drive,260,95.1,18,83.2,1804,5.7,Changeup
SL,10/1/2021,83.9,-1.62,5.8,"Arcia, Orlando",field_out,hit_into_play,ground_ball,8,89.5,-21,85.5,2237,7,Slider
SL,10/1/2021,83.9,-1.16,5.69,"Riley, Austin",single,hit_into_play,line_drive,252,83.9,20,85.1,2604,7,Slider
SL,5/9/2021,83.9,-1.09,6.06,"Realmuto, J.T.",single,hit_into_play,ground_ball,58,102.3,1,83.8,2377,6.2,Slider
SL,9/7/2021,83.9,2.1,6.17,"Bell, Josh",field_out,hit_into_play,fly_ball,267,90.9,50,84.3,2759,6.6,Slider
SL,6/20/2021,83.9,-1.84,5.52,"Edman, Tommy",single,hit_into_play,ground_ball,4,35.1,-24,84.6,2204,6.5,Slider
SL,4/13/2021,83.9,1.32,6.05,"Berti, Jon",field_out,hit_into_play,popup,35,53.8,84,83.9,2456,6.2,Slider
SL,9/12/2021,83.9,1.54,6.63,"Sánchez, Jesús",triple,hit_into_play,fly_ball,331,90,36,83.8,2374,6.2,Slider
CH,4/25/2021,83.9,-1.24,5.6,"Peralta, David",field_out,hit_into_play,line_drive,320,96.6,18,83.8,2154,6.2,Changeup
FC,7/30/2021,83.9,-0.83,6.31,"Narváez, Omar",field_out,hit_into_play,fly_ball,243,70.8,42,83.6,2572,5.7,Cutter
SL,9/15/2021,83.9,-1.53,6.2,"Rodgers, Brendan",single,hit_into_play,ground_ball,58,110,0,83.7,2411,6.1,Slider
CH,4/13/2021,83.8,-1.27,5.62,"Aguilar, Jesús",single,hit_into_play,line_drive,234,71.9,23,83.7,2349,6.4,Changeup
CH,9/12/2021,83.8,-2.29,5.65,"Alvarez, Eddy",field_out,hit_into_play,fly_ball,348,94.6,25,83.7,2250,6.2,Changeup
FC,5/12/2021,83.8,2.52,5.81,"Riley, Austin",field_out,hit_into_play,ground_ball,1,76,-64,84.7,2070,6.7,Cutter
FC,8/23/2021,83.8,2.02,6.61,"Soler, Jorge",field_out,hit_into_play,ground_ball,10,107,-9,84.3,2272,6.6,Cutter
CH,7/4/2021,83.8,-1.21,6.14,"Acuña Jr., Ronald",field_out,hit_into_play,line_drive,162,99.5,8,84.3,2012,6.7,Changeup
CH,6/18/2021,83.8,-2.29,5.05,"Fried, Max",field_out,hit_into_play,ground_ball,7,94,-20,82.9,1989,5.3,Changeup
SL,9/30/2021,83.8,-2.17,6.12,"Riley, Austin",home_run,hit_into_play,fly_ball,414,103.4,32,84.4,2523,6.6,Slider
SL,8/10/2021,83.8,-0.43,6.06,"Riley, Austin",field_out,hit_into_play,line_drive,131,75.9,11,84,2381,6,Slider
SL,4/14/2021,83.8,-2.51,5.78,"Freeman, Freddie",single,hit_into_play,fly_ball,345,104.9,24,84.1,2173,6.3,Slider
CH,5/19/2021,83.8,0.94,6.02,"Swanson, Dansby",field_out,hit_into_play,ground_ball,36,83.7,0,85.2,1824,7.1,Changeup
CU,7/31/2021,83.8,-1.19,6.1,"Duvall, Adam",single,hit_into_play,line_drive,170,99,10,84,2669,6.4,Curveball
CH,8/24/2021,83.7,3.49,5.29,"d'Arnaud, Travis",field_out,hit_into_play,ground_ball,6,98.2,-14,83.6,1847,6.4,Changeup
CH,9/30/2021,83.7,-2.69,5.93,"Riley, Austin",single,hit_into_play,ground_ball,133,48.9,31,84.5,2057,6.9,Changeup
CH,4/11/2021,83.7,1.44,6.5,"Freeman, Freddie",home_run,hit_into_play,fly_ball,411,102.3,30,83.5,2069,6.2,Changeup
SL,9/10/2021,83.7,-2.28,4.91,"Soler, Jorge",field_out,hit_into_play,ground_ball,73,70,5,83.6,2429,6.1,Slider
SL,9/12/2021,83.7,-2.21,4.87,"d'Arnaud, Travis",single,hit_into_play,line_drive,135,97.6,8,83.6,2509,6.3,Slider
CH,7/4/2021,83.7,-1.57,6.11,"Albies, Ozzie",field_out,hit_into_play,fly_ball,361,97.8,28,84.3,1834,6.5,Changeup
SL,10/3/2021,83.7,-2.19,5.21,"d'Arnaud, Travis",single,hit_into_play,line_drive,263,90.4,16,84.8,2266,6.7,Slider
SL,7/1/2021,83.7,1.96,6.52,"Smith, Dominic",home_run,hit_into_play,fly_ball,366,99.8,43,84.6,2341,6,Slider
SL,8/23/2021,83.7,-1.46,5.94,"Stanton, Giancarlo",double,hit_into_play,line_drive,355,119.2,13,84.2,2401,6.4,Slider
CH,4/13/2021,83.7,-1.35,5.63,"Cooper, Garrett",field_out,hit_into_play,fly_ball,298,82.6,37,83.7,2216,6.4,Changeup
SL,7/2/2021,83.7,1.81,6.61,"Berti, Jon",field_out,hit_into_play,popup,54,42.6,72,84.1,2159,6.3,Slider
CH,6/15/2021,83.7,1.72,5.96,"Riley, Austin",field_out,hit_into_play,ground_ball,10,68.2,-8,83.6,1875,6.1,Changeup
CH,6/15/2021,83.6,-1.23,5.89,"Albies, Ozzie",field_out,hit_into_play,ground_ball,41,90.2,-1,85.5,1794,7.3,Changeup
CU,8/1/2021,83.6,-2.22,6.45,"Reyes, Pablo",field_out,hit_into_play,ground_ball,8,82.6,-10,84.9,2383,7,Curveball
SL,4/28/2021,83.6,-1.56,6.17,"Bryant, Kris",single,hit_into_play,line_drive,175,95.6,12,84,2461,6.4,Slider
CH,5/7/2021,83.6,-2.59,5.91,"Pache, Cristian",field_out,hit_into_play,ground_ball,0,51.7,-79,84.9,2050,7.2,Changeup
SL,5/31/2021,83.6,-2.57,5.69,"Riley, Austin",field_out,hit_into_play,ground_ball,74,76,5,84.1,2008,6.5,Slider
CU,5/21/2021,83.6,-1.44,6.14,"Ozuna, Marcell",home_run,hit_into_play,line_drive,361,103.2,22,84.3,2769,6.3,Curveball
CH,6/18/2021,83.6,-1.27,5.02,"Freeman, Freddie",single,hit_into_play,line_drive,183,87,15,82.8,1691,5.4,Changeup
FS,4/11/2021,83.6,-1.75,5.99,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,3,64,-40,83.4,1127,6.3,Split-Finger
FC,6/6/2021,83.6,-1.97,5.64,"Almonte, Abraham",field_out,hit_into_play,ground_ball,6,87.6,-18,84.3,2877,6.3,Cutter
FS,8/27/2021,83.5,-2.56,5.86,"Freeman, Freddie",field_out,hit_into_play,ground_ball,9,84.3,-9,83.7,1373,6.4,Split-Finger
CH,5/19/2021,83.5,0.91,6.2,"Albies, Ozzie",field_out,hit_into_play,ground_ball,2,46,-52,84.5,2081,7,Changeup
CH,5/13/2021,83.5,-1.37,5.7,"McGuire, Reese",field_out,hit_into_play,line_drive,301,82.8,25,82.7,2239,5.9,Changeup
CU,9/9/2021,83.5,-2.61,6.49,"García, Luis",double,hit_into_play,ground_ball,24,102.7,-4,83.8,2236,6.6,Curveball
CH,4/23/2021,83.5,-0.9,5.68,"Albies, Ozzie",field_out,hit_into_play,ground_ball,101,98.3,6,82.8,1369,6,Changeup
SL,7/17/2021,83.5,1.58,6.04,"Walls, Taylor",field_out,hit_into_play,ground_ball,15,82.4,-6,83.6,2526,6.2,Slider
FC,5/12/2021,83.4,-1.22,6.03,"Bichette, Bo",single,hit_into_play,line_drive,187,89.1,15,82.4,2374,5.6,Cutter
CH,9/14/2021,83.4,-2.06,5.8,"McMahon, Ryan",field_out,hit_into_play,ground_ball,21,74.8,-3,82.9,2364,6,Changeup
SL,4/23/2021,83.4,-1.23,6.22,"Weaver, Luke",field_out,hit_into_play,fly_ball,308,87.3,28,83.3,2648,6.1,Slider
SL,6/15/2021,83.4,1.74,6.2,"Verdugo, Alex",field_out,hit_into_play,fly_ball,335,89.7,31,83.3,2174,6,Slider
FC,7/2/2021,83.4,2.01,6.54,"Smyly, Drew",field_out,hit_into_play,ground_ball,1,77,-69,83.2,2061,5.6,Cutter
CH,8/24/2021,83.4,3.45,5.21,"Soler, Jorge",field_out,hit_into_play,ground_ball,8,75.5,-14,83.2,1881,6.3,Changeup
CH,4/9/2021,83.4,-1.92,5.6,"Freeman, Freddie",home_run,hit_into_play,fly_ball,409,108.9,23,83.9,1602,6.8,Changeup
CH,7/21/2021,83.4,-2.95,6.08,"Smith, Kevan",single,hit_into_play,ground_ball,64,99.4,2,84.9,1722,6.9,Changeup
SL,5/20/2021,83.4,-1.79,6.05,"Riley, Austin",field_out,hit_into_play,fly_ball,262,100.5,50,83.7,2740,6.3,Slider
FC,4/15/2021,83.4,1.99,6.42,"Riley, Austin",field_out,hit_into_play,ground_ball,23,65.2,-3,82.3,2129,5.6,Cutter
SL,7/20/2021,83.4,-1.6,5.81,"Riley, Austin",field_out,hit_into_play,fly_ball,278,96.2,52,83.6,2686,6.4,Slider
SL,4/9/2021,83.4,-1.54,5.97,"Adrianza, Ehire",home_run,hit_into_play,fly_ball,367,94.6,30,83.6,2451,6.2,Slider
FS,8/27/2021,83.3,-2.51,5.88,"Freeman, Freddie",field_out,hit_into_play,fly_ball,338,98.3,23,84.1,1210,6.6,Split-Finger
FF,8/28/2021,83.3,-4.01,1.16,"Riley, Austin",field_out,hit_into_play,line_drive,146,108,6,81.6,1847,5.8,4-Seam Fastball
FS,8/27/2021,83.3,-2.59,5.92,"Fried, Max",field_out,hit_into_play,ground_ball,1,67.2,-58,83.2,1320,6.4,Split-Finger
SL,9/9/2021,83.3,-1.88,5.57,"Freeman, Freddie",home_run,hit_into_play,fly_ball,429,111.5,31,84.3,2275,6.9,Slider
CU,4/26/2021,83.3,-1.67,6.09,"d'Arnaud, Travis",single,hit_into_play,ground_ball,40,103.7,-1,82.3,2911,5.9,Curveball
SL,8/24/2021,83.3,1.64,6.58,"LeMahieu, DJ",field_out,hit_into_play,popup,169,90.6,65,83,2401,6.3,Slider
SL,9/15/2021,83.3,-1.56,5.18,"Welker, Colton",field_out,hit_into_play,line_drive,369,101.2,20,83.9,2190,6.4,Slider
CH,9/9/2021,83.3,-2.59,5.81,"García, Luis",field_out,hit_into_play,ground_ball,69,79.4,6,82.7,2335,6,Changeup
SL,6/4/2021,83.3,1.57,6.26,"Betts, Mookie",double,hit_into_play,line_drive,279,95.7,21,83.5,3156,6.4,Slider
SL,8/24/2021,83.3,-2.9,5.98,"Stanton, Giancarlo",field_out,hit_into_play,ground_ball,3,86.5,-28,83.9,1786,6.6,Slider
CH,4/12/2021,83.3,-1.25,5.58,"Duvall, Adam",field_out,hit_into_play,ground_ball,24,72,-5,83.2,2007,6.2,Changeup
SL,7/17/2021,83.2,1.47,6.05,"Choi, Ji-Man",single,hit_into_play,line_drive,193,69.9,20,83.9,2565,6.3,Slider
CH,5/7/2021,83.2,-1.39,5.72,"Kingery, Scott",field_out,hit_into_play,line_drive,144,53.1,27,82.6,2186,6.1,Changeup
SL,10/1/2021,83.2,-1.47,6.11,"McCann, James",single,hit_into_play,line_drive,262,80,24,83.2,2348,6.3,Slider
SL,7/31/2021,83.2,1.73,6.71,"Adames, Willy",field_out,hit_into_play,fly_ball,345,88.4,31,83.6,2101,6.4,Slider
CH,5/11/2021,83.2,-1.33,5.59,"Tellez, Rowdy",field_out,hit_into_play,fly_ball,210,69.2,49,83.2,2188,6.2,Changeup
CH,5/20/2021,83.2,-1.55,5.68,"Frazier, Adam",single,hit_into_play,line_drive,153,87.5,9,82.9,2213,6,Changeup
SL,9/12/2021,83.2,-2.26,4.69,"Riley, Austin",field_out,hit_into_play,ground_ball,6,77.8,-17,83.1,2504,6.2,Slider
CH,8/24/2021,83.2,3.57,5.15,"Riley, Austin",single,hit_into_play,ground_ball,4,98.6,-24,83.6,1823,6.5,Changeup
FS,4/11/2021,83.2,-1.69,6.1,"Albies, Ozzie",field_out,hit_into_play,line_drive,166,100.8,10,82.8,1334,6.3,Split-Finger
CH,7/18/2021,83.2,2.35,6.33,"Almonte, Abraham",field_out,hit_into_play,popup,194,63.3,48,83.6,1396,6.5,Changeup
SL,5/12/2021,83.2,-1.11,5.87,"Contreras, William",field_out,hit_into_play,fly_ball,363,102.8,35,83.7,2439,6.4,Slider
CH,6/2/2021,83.2,2.75,5.91,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,101,108.4,5,83.4,1829,6.3,Changeup
CH,9/29/2021,83.2,-2.61,5.85,"Albies, Ozzie",field_out,hit_into_play,popup,219,79.6,53,83.7,2207,7,Changeup
FS,8/27/2021,83.2,-2.68,5.86,"Albies, Ozzie",field_out,hit_into_play,ground_ball,2,84.4,-36,83.5,1184,6.6,Split-Finger
CH,9/10/2021,83.2,1.75,5.99,"Arcia, Orlando",field_out,hit_into_play,ground_ball,72,88.5,4,84,1212,6.7,Changeup
SL,5/17/2021,83.1,-1.06,5.81,"Sandoval, Pablo",field_out,hit_into_play,line_drive,312,99.6,21,84.6,2626,7.1,Slider
CH,9/11/2021,83.1,-1.49,5.46,"Freeman, Freddie",field_out,hit_into_play,ground_ball,47,90.3,0,83.9,1954,6.7,Changeup
